accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
17310,Chandigarh,Punjab,30.608167,76.75149,2023-09-05,5:00,5,Tuesday,0,rural,2,1,clear,high,26,high,drunk driving,major,4,4,0,None,0.3
17311,Bangalore,Karnataka,13.081105,77.473592,2023-09-11,6:00,6,Monday,0,rural,3,1,fog,low,16,high,distraction,major,4,4,0,None,0.65
17312,Chandigarh,Punjab,30.779098,76.74248,2022-08-30,14:00,14,Tuesday,0,highway,5,1,clear,high,22,medium,weather,minor,5,4,0,None,0.1
17313,Chandigarh,Punjab,30.745486,76.818614,2022-09-22,22:00,22,Thursday,0,highway,1,0,clear,high,36,high,weather,minor,1,0,0,None,0.3
17314,Kolkata,West Bengal,22.558054,88.203066,2022-12-13,22:00,22,Tuesday,0,highway,4,1,rain,medium,33,low,weather,major,5,2,0,None,0.25
17315,Chennai,Tamil Nadu,12.826897,80.23261,2024-02-15,21:00,21,Thursday,0,rural,6,1,rain,medium,18,medium,drunk driving,fatal,5,5,0,None,0.45
17316,Kolkata,West Bengal,22.591413,88.494248,2024-05-10,21:00,21,Friday,0,urban,2,0,clear,high,31,low,distraction,minor,1,1,0,None,0.1
17317,Delhi,Delhi,28.418027,76.990403,2024-11-19,23:00,23,Tuesday,0,rural,1,0,clear,high,33,medium,weather,minor,3,0,0,None,0.1
17318,Pune,Maharashtra,18.667111,73.889438,2025-02-02,17:00,17,Sunday,1,urban,3,1,clear,high,40,high,drunk driving,minor,4,4,1,None,0.45
17319,Pune,Maharashtra,18.595755,73.983763,2024-10-09,21:00,21,Wednesday,0,rural,1,1,clear,high,19,high,distraction,major,4,3,0,None,0.3
17320,Kolkata,West Bengal,22.450753,88.435636,2024-12-04,6:00,6,Wednesday,0,urban,6,0,rain,low,24,medium,drunk driving,major,1,0,0,None,0.45
17321,Hyderabad,Telangana,17.578016,78.475582,2022-02-16,11:00,11,Wednesday,0,urban,1,0,fog,low,39,high,distraction,minor,3,2,0,None,0.65
17322,Pune,Maharashtra,18.443973,73.888127,2023-12-06,19:00,19,Wednesday,0,highway,5,1,fog,low,29,high,weather,minor,5,1,1,None,0.8
17323,Delhi,Delhi,28.450671,77.120161,2024-08-25,18:00,18,Sunday,1,urban,4,0,rain,medium,34,high,overspeeding,fatal,5,5,1,None,0.8
17324,Pune,Maharashtra,18.445923,73.991916,2024-05-27,17:00,17,Monday,0,rural,3,1,rain,medium,22,low,poor road,major,4,4,1,None,0.4
17325,Bangalore,Karnataka,13.00216,77.660919,2025-02-09,1:00,1,Sunday,1,rural,5,1,fog,low,21,low,weather,minor,2,1,0,None,0.45
17326,Hyderabad,Telangana,17.270212,78.306399,2022-08-25,15:00,15,Thursday,0,rural,6,0,clear,high,16,low,poor road,minor,4,4,0,None,0.1
17327,Hyderabad,Telangana,17.248576,78.394684,2022-12-21,6:00,6,Wednesday,0,highway,6,0,rain,medium,19,medium,weather,minor,3,0,0,None,0.25
17328,Chandigarh,Punjab,30.739262,76.7174,2022-11-24,10:00,10,Thursday,0,urban,5,0,rain,low,16,medium,poor road,minor,5,4,1,None,0.6
17329,Chandigarh,Punjab,30.790228,76.715649,2023-08-18,12:00,12,Friday,0,rural,4,0,clear,high,27,medium,drunk driving,minor,3,3,0,None,0.1
17330,Bangalore,Karnataka,13.149071,77.716925,2023-01-12,10:00,10,Thursday,0,highway,4,0,fog,low,29,low,poor road,minor,5,1,1,None,0.6
17331,Bangalore,Karnataka,12.832796,77.545857,2022-03-09,5:00,5,Wednesday,0,urban,3,1,clear,high,25,medium,drunk driving,fatal,1,1,0,None,0.3
17332,Delhi,Delhi,28.868358,76.947953,2024-04-02,13:00,13,Tuesday,0,highway,2,0,fog,low,20,medium,drunk driving,minor,5,1,0,None,0.45
17333,Hyderabad,Telangana,17.302428,78.593482,2025-01-09,10:00,10,Thursday,0,urban,2,1,fog,low,39,high,overspeeding,fatal,3,3,1,None,1.0
17334,Kolkata,West Bengal,22.540145,88.417497,2023-08-22,4:00,4,Tuesday,0,urban,2,0,clear,high,27,medium,distraction,minor,3,2,0,None,0.1
17335,Delhi,Delhi,28.722566,77.112709,2024-10-25,8:00,8,Friday,0,rural,5,0,rain,medium,32,low,drunk driving,major,2,0,1,None,0.4
17336,Pune,Maharashtra,18.591206,73.888446,2024-03-17,16:00,16,Sunday,1,rural,5,1,rain,medium,31,medium,poor road,major,5,3,0,None,0.25
17337,Hyderabad,Telangana,17.557304,78.431452,2023-07-08,4:00,4,Saturday,1,urban,3,1,clear,high,24,low,weather,minor,3,1,0,None,0.1
17338,Hyderabad,Telangana,17.398401,78.485808,2023-05-24,11:00,11,Wednesday,0,highway,2,1,rain,medium,33,high,weather,minor,2,1,0,None,0.45
17339,Delhi,Delhi,28.845024,76.915142,2023-08-13,3:00,3,Sunday,1,highway,3,1,rain,medium,40,low,poor road,minor,3,3,0,None,0.25
17340,Chandigarh,Punjab,30.790981,76.887653,2024-08-13,14:00,14,Tuesday,0,highway,5,1,fog,low,19,low,overspeeding,minor,5,2,0,None,0.45
17341,Hyderabad,Telangana,17.372149,78.299269,2024-02-13,7:00,7,Tuesday,0,highway,4,0,fog,low,25,medium,drunk driving,fatal,4,4,0,None,0.65
17342,Kolkata,West Bengal,22.531185,88.492627,2023-01-10,9:00,9,Tuesday,0,urban,2,1,rain,medium,15,high,distraction,minor,4,0,1,None,0.6
17343,Chandigarh,Punjab,30.706726,76.894177,2023-05-27,3:00,3,Saturday,1,rural,3,1,clear,high,24,low,weather,minor,4,1,0,None,0.1
17344,Mumbai,Maharashtra,19.280817,72.980562,2024-08-26,18:00,18,Monday,0,urban,1,1,fog,low,38,medium,overspeeding,minor,3,3,1,None,0.6
17345,Mumbai,Maharashtra,19.223801,72.813681,2023-12-16,8:00,8,Saturday,1,rural,4,1,rain,medium,21,high,overspeeding,fatal,1,1,1,None,0.8
17346,Hyderabad,Telangana,17.369799,78.352332,2023-09-27,20:00,20,Wednesday,0,rural,3,1,fog,low,38,high,distraction,minor,2,0,0,None,0.65
17347,Kolkata,West Bengal,22.618285,88.29256,2023-01-28,0:00,0,Saturday,1,urban,5,0,clear,high,37,low,overspeeding,minor,4,0,0,None,0.1
17348,Chennai,Tamil Nadu,13.157007,80.270059,2023-05-04,0:00,0,Thursday,0,rural,5,1,fog,low,19,low,weather,minor,1,1,0,None,0.45
17349,Delhi,Delhi,28.490008,77.299124,2023-03-22,10:00,10,Wednesday,0,rural,5,0,clear,high,19,high,poor road,major,3,2,1,None,0.45
17350,Delhi,Delhi,28.513408,77.140105,2023-08-01,6:00,6,Tuesday,0,urban,2,0,rain,medium,20,high,distraction,fatal,2,2,0,None,0.65
17351,Pune,Maharashtra,18.48811,73.946109,2024-05-24,14:00,14,Friday,0,rural,3,0,rain,medium,35,high,overspeeding,minor,4,2,0,None,0.45
17352,Pune,Maharashtra,18.593203,73.838803,2025-03-24,21:00,21,Monday,0,highway,4,0,clear,high,18,high,drunk driving,minor,1,1,0,None,0.3
17353,Delhi,Delhi,28.574716,76.933431,2024-06-20,19:00,19,Thursday,0,highway,3,0,rain,medium,35,high,poor road,major,1,0,1,None,0.6
17354,Kolkata,West Bengal,22.514599,88.329911,2022-06-03,16:00,16,Friday,0,highway,1,0,clear,high,26,medium,distraction,minor,5,3,0,None,0.1
17355,Chennai,Tamil Nadu,12.892252,80.203265,2024-01-21,14:00,14,Sunday,1,urban,2,1,fog,low,34,high,weather,fatal,4,4,0,None,0.85
17356,Chennai,Tamil Nadu,13.033616,80.253634,2023-07-07,16:00,16,Friday,0,rural,3,0,fog,low,34,low,weather,major,2,2,0,None,0.45
17357,Hyderabad,Telangana,17.456083,78.271147,2022-12-27,1:00,1,Tuesday,0,urban,1,0,fog,low,18,medium,distraction,minor,1,1,0,None,0.45
17358,Chennai,Tamil Nadu,13.105067,80.276132,2022-01-14,7:00,7,Friday,0,rural,5,0,rain,medium,35,high,poor road,major,2,2,0,None,0.45
17359,Kolkata,West Bengal,22.659606,88.290946,2023-09-10,13:00,13,Sunday,1,highway,2,0,clear,high,38,medium,distraction,minor,5,3,0,None,0.1
17360,Hyderabad,Telangana,17.455459,78.595075,2023-01-14,18:00,18,Saturday,1,urban,4,1,clear,high,29,high,weather,minor,4,2,1,None,0.45
17361,Pune,Maharashtra,18.626192,73.851481,2024-11-04,3:00,3,Monday,0,highway,3,0,clear,high,38,low,weather,major,4,3,0,None,0.1
17362,Kolkata,West Bengal,22.557767,88.212112,2023-05-23,20:00,20,Tuesday,0,urban,4,0,fog,low,22,high,drunk driving,minor,1,0,0,None,0.65
17363,Chennai,Tamil Nadu,13.135522,80.262746,2024-02-10,19:00,19,Saturday,1,rural,3,1,fog,low,35,high,overspeeding,minor,4,2,1,None,0.8
17364,Pune,Maharashtra,18.492484,73.884619,2023-08-17,7:00,7,Thursday,0,rural,3,1,rain,medium,22,low,distraction,major,5,4,0,None,0.25
17365,Pune,Maharashtra,18.679664,73.956292,2024-12-11,9:00,9,Wednesday,0,urban,6,1,clear,high,18,medium,overspeeding,minor,4,3,1,None,0.25
17366,Pune,Maharashtra,18.666901,73.985022,2024-07-25,14:00,14,Thursday,0,highway,6,0,fog,low,22,low,poor road,major,4,0,0,None,0.45
17367,Hyderabad,Telangana,17.544821,78.219711,2022-12-12,11:00,11,Monday,0,rural,4,0,rain,medium,22,high,distraction,major,2,2,0,None,0.45
17368,Chandigarh,Punjab,30.683169,76.896535,2024-07-18,23:00,23,Thursday,0,urban,6,1,clear,high,19,low,weather,minor,3,1,0,None,0.1
17369,Bangalore,Karnataka,13.158181,77.717899,2023-01-04,20:00,20,Wednesday,0,highway,6,1,clear,high,35,high,distraction,minor,2,0,0,None,0.3
17370,Hyderabad,Telangana,17.547236,78.243396,2024-02-26,1:00,1,Monday,0,rural,6,1,rain,medium,30,low,weather,minor,3,3,0,None,0.25
17371,Chandigarh,Punjab,30.732178,76.717685,2023-02-20,5:00,5,Monday,0,urban,4,1,clear,high,18,medium,distraction,minor,1,0,0,None,0.1
17372,Pune,Maharashtra,18.699306,73.969279,2023-04-13,12:00,12,Thursday,0,urban,1,0,clear,high,25,medium,drunk driving,major,5,4,0,None,0.1
17373,Delhi,Delhi,28.599067,77.15475,2025-02-13,2:00,2,Thursday,0,rural,2,1,rain,medium,34,high,drunk driving,minor,3,1,0,None,0.45
17374,Chandigarh,Punjab,30.687198,76.827896,2024-08-21,5:00,5,Wednesday,0,urban,1,1,fog,low,40,medium,drunk driving,minor,1,0,0,None,0.45
17375,Hyderabad,Telangana,17.291969,78.495645,2022-09-11,20:00,20,Sunday,1,rural,3,1,fog,low,24,low,overspeeding,major,4,3,0,None,0.45
17376,Kolkata,West Bengal,22.480506,88.412621,2022-11-08,8:00,8,Tuesday,0,rural,2,1,rain,low,18,high,poor road,minor,1,0,1,None,0.8
17377,Mumbai,Maharashtra,19.152167,72.999907,2022-02-10,23:00,23,Thursday,0,rural,1,1,fog,low,22,low,overspeeding,minor,3,2,0,None,0.45
17378,Pune,Maharashtra,18.461212,73.964394,2023-10-01,12:00,12,Sunday,1,urban,1,0,fog,low,36,low,overspeeding,major,2,1,0,None,0.45
17379,Chandigarh,Punjab,30.63386,76.778722,2022-01-12,22:00,22,Wednesday,0,rural,2,0,fog,low,16,medium,drunk driving,major,2,1,0,None,0.45
17380,Delhi,Delhi,28.495172,77.263998,2022-03-20,22:00,22,Sunday,1,highway,2,1,rain,medium,34,high,poor road,fatal,4,4,0,None,0.65
17381,Mumbai,Maharashtra,18.969414,72.740371,2023-07-30,23:00,23,Sunday,1,highway,4,0,rain,medium,34,low,distraction,minor,1,0,0,None,0.25
17382,Pune,Maharashtra,18.620545,73.9221,2023-06-14,15:00,15,Wednesday,0,highway,4,0,fog,low,26,low,overspeeding,fatal,3,3,0,None,0.65
17383,Kolkata,West Bengal,22.54204,88.286321,2022-09-28,8:00,8,Wednesday,0,rural,5,1,clear,high,30,low,overspeeding,minor,2,2,1,None,0.25
17384,Chandigarh,Punjab,30.716429,76.749844,2023-07-12,1:00,1,Wednesday,0,rural,3,0,fog,low,34,low,weather,fatal,1,1,0,None,0.65
17385,Kolkata,West Bengal,22.624446,88.311141,2022-04-03,1:00,1,Sunday,1,highway,6,1,fog,low,28,medium,overspeeding,fatal,5,5,0,None,0.65
17386,Mumbai,Maharashtra,18.984922,72.784382,2024-11-20,2:00,2,Wednesday,0,rural,1,0,fog,low,23,low,drunk driving,major,5,5,0,None,0.45
17387,Chennai,Tamil Nadu,13.153691,80.16884,2024-10-31,5:00,5,Thursday,0,urban,4,1,rain,medium,32,low,distraction,fatal,1,1,0,None,0.45
17388,Chandigarh,Punjab,30.730816,76.792097,2022-07-19,4:00,4,Tuesday,0,highway,6,1,fog,low,32,low,drunk driving,major,5,5,0,None,0.45
17389,Mumbai,Maharashtra,19.224445,72.813412,2022-09-22,23:00,23,Thursday,0,rural,3,0,rain,low,35,high,weather,minor,3,2,0,None,0.65
17390,Mumbai,Maharashtra,19.099743,72.926286,2023-10-07,4:00,4,Saturday,1,rural,3,0,clear,high,30,low,drunk driving,major,5,0,0,None,0.1
17391,Mumbai,Maharashtra,18.93574,72.792299,2023-01-02,10:00,10,Monday,0,highway,1,0,fog,low,34,medium,poor road,minor,3,3,1,None,0.6
17392,Chandigarh,Punjab,30.648102,76.882204,2023-05-07,17:00,17,Sunday,1,highway,3,1,clear,high,28,medium,weather,minor,3,3,1,None,0.25
17393,Chandigarh,Punjab,30.727003,76.829741,2024-08-11,7:00,7,Sunday,1,highway,5,1,fog,low,36,low,weather,major,5,1,0,None,0.45
17394,Kolkata,West Bengal,22.478378,88.378257,2022-07-19,13:00,13,Tuesday,0,urban,6,0,fog,low,25,medium,distraction,major,2,1,0,None,0.45
17395,Delhi,Delhi,28.672941,76.941444,2024-11-21,0:00,0,Thursday,0,urban,5,0,rain,medium,32,low,weather,major,5,2,0,None,0.25
17396,Kolkata,West Bengal,22.687562,88.327781,2024-10-08,16:00,16,Tuesday,0,urban,1,1,rain,low,27,high,poor road,fatal,3,3,0,None,0.85
17397,Hyderabad,Telangana,17.226967,78.479284,2024-10-05,21:00,21,Saturday,1,rural,3,1,rain,medium,16,high,overspeeding,fatal,3,3,0,None,0.65
17398,Mumbai,Maharashtra,19.221906,72.797988,2025-01-17,14:00,14,Friday,0,highway,1,1,clear,high,15,high,distraction,minor,3,0,0,None,0.3
17399,Kolkata,West Bengal,22.467549,88.348824,2024-01-30,19:00,19,Tuesday,0,urban,2,0,clear,high,26,low,weather,minor,2,1,1,None,0.25
17400,Pune,Maharashtra,18.466367,73.779159,2024-05-09,11:00,11,Thursday,0,highway,2,0,rain,medium,31,high,poor road,fatal,5,5,0,None,0.65
17401,Pune,Maharashtra,18.572566,73.804051,2024-03-16,19:00,19,Saturday,1,urban,5,1,fog,low,32,high,drunk driving,minor,1,1,1,None,0.8
17402,Mumbai,Maharashtra,19.163207,72.835259,2022-06-07,20:00,20,Tuesday,0,highway,6,0,fog,low,39,low,weather,minor,2,2,0,None,0.45
17403,Chennai,Tamil Nadu,13.088758,80.236654,2023-08-15,1:00,1,Tuesday,0,urban,1,0,clear,high,32,low,overspeeding,major,1,1,0,None,0.1
17404,Delhi,Delhi,28.661205,77.250484,2024-03-03,13:00,13,Sunday,1,urban,6,0,rain,low,37,medium,poor road,minor,4,4,0,None,0.45
17405,Pune,Maharashtra,18.490509,73.811887,2022-07-10,11:00,11,Sunday,1,highway,6,1,fog,low,23,medium,distraction,minor,2,0,0,None,0.45
17406,Bangalore,Karnataka,12.93689,77.563329,2023-11-13,2:00,2,Monday,0,rural,1,1,clear,high,39,medium,distraction,minor,4,2,0,None,0.1
17407,Hyderabad,Telangana,17.278324,78.375999,2022-05-03,10:00,10,Tuesday,0,rural,3,1,clear,high,29,high,overspeeding,fatal,2,2,1,None,0.65
17408,Pune,Maharashtra,18.464245,73.970143,2024-02-07,20:00,20,Wednesday,0,highway,4,1,rain,low,29,medium,poor road,minor,3,1,0,None,0.45
17409,Chennai,Tamil Nadu,12.966488,80.267471,2024-04-26,3:00,3,Friday,0,urban,6,0,rain,low,33,medium,weather,minor,5,1,0,None,0.45
17410,Mumbai,Maharashtra,18.880511,72.715743,2023-12-13,18:00,18,Wednesday,0,highway,2,0,rain,medium,30,high,distraction,minor,1,0,1,None,0.6
17411,Bangalore,Karnataka,13.002478,77.536303,2022-11-21,5:00,5,Monday,0,urban,3,1,rain,low,24,high,weather,minor,4,4,0,None,0.65
17412,Delhi,Delhi,28.704966,77.161165,2024-01-26,0:00,0,Friday,0,urban,4,0,fog,low,30,low,distraction,major,4,3,0,None,0.45
17413,Kolkata,West Bengal,22.668166,88.294311,2022-04-01,23:00,23,Friday,0,highway,1,0,rain,medium,37,low,weather,major,2,1,0,None,0.25
17414,Chennai,Tamil Nadu,13.112656,80.168481,2025-01-07,22:00,22,Tuesday,0,highway,3,0,clear,high,31,high,weather,major,2,2,0,None,0.3
17415,Pune,Maharashtra,18.59358,73.756626,2024-09-14,5:00,5,Saturday,1,rural,2,0,fog,low,40,high,drunk driving,fatal,5,5,0,None,0.85
17416,Bangalore,Karnataka,13.011769,77.592664,2024-04-23,2:00,2,Tuesday,0,urban,1,1,rain,medium,37,medium,poor road,major,2,2,0,None,0.25
17417,Chennai,Tamil Nadu,12.929311,80.258333,2022-01-06,20:00,20,Thursday,0,rural,6,0,rain,low,35,high,overspeeding,minor,5,1,0,None,0.65
17418,Chennai,Tamil Nadu,12.918468,80.190253,2022-06-24,18:00,18,Friday,0,highway,3,0,clear,high,21,high,poor road,minor,2,0,1,None,0.45
17419,Mumbai,Maharashtra,18.946303,72.767815,2025-01-13,0:00,0,Monday,0,urban,4,1,rain,low,21,low,overspeeding,major,5,2,0,None,0.45
17420,Chandigarh,Punjab,30.770981,76.813908,2022-05-09,3:00,3,Monday,0,rural,3,0,rain,medium,39,medium,poor road,fatal,1,1,0,None,0.45
17421,Pune,Maharashtra,18.458209,73.830308,2022-04-28,6:00,6,Thursday,0,urban,3,0,rain,medium,24,medium,poor road,fatal,2,2,0,None,0.45
17422,Mumbai,Maharashtra,18.875589,72.76666,2022-09-05,19:00,19,Monday,0,highway,6,0,rain,medium,20,medium,weather,minor,3,0,1,None,0.4
17423,Chennai,Tamil Nadu,13.001722,80.115891,2022-11-25,2:00,2,Friday,0,rural,3,1,clear,high,26,low,distraction,minor,1,1,0,None,0.1
17424,Pune,Maharashtra,18.60557,73.819336,2022-11-03,12:00,12,Thursday,0,highway,4,0,clear,high,18,low,weather,minor,3,0,0,None,0.1
17425,Bangalore,Karnataka,12.966195,77.739672,2023-08-30,8:00,8,Wednesday,0,rural,3,1,fog,low,22,medium,distraction,major,5,0,1,None,0.6
17426,Delhi,Delhi,28.494806,77.28767,2025-01-23,1:00,1,Thursday,0,highway,1,1,rain,medium,34,low,drunk driving,fatal,2,2,0,None,0.45
17427,Kolkata,West Bengal,22.475755,88.348106,2022-01-28,17:00,17,Friday,0,highway,1,0,fog,low,38,medium,poor road,major,1,1,1,None,0.6
17428,Bangalore,Karnataka,12.845316,77.761789,2023-11-25,20:00,20,Saturday,1,urban,1,0,rain,medium,25,low,weather,minor,1,1,0,None,0.25
17429,Hyderabad,Telangana,17.334152,78.528102,2023-06-07,7:00,7,Wednesday,0,highway,2,0,rain,medium,18,high,weather,minor,1,0,0,None,0.45
17430,Delhi,Delhi,28.649546,76.871109,2023-06-03,14:00,14,Saturday,1,urban,2,0,rain,low,38,high,weather,minor,2,0,0,None,0.65
17431,Mumbai,Maharashtra,19.102304,72.755855,2024-10-11,7:00,7,Friday,0,highway,3,0,rain,low,29,high,poor road,minor,5,3,0,None,0.65
17432,Chandigarh,Punjab,30.634579,76.762709,2024-09-19,8:00,8,Thursday,0,rural,4,0,fog,low,27,high,poor road,minor,3,2,1,None,0.8
17433,Pune,Maharashtra,18.437864,73.738979,2023-04-24,1:00,1,Monday,0,urban,6,0,rain,medium,34,high,overspeeding,major,3,2,0,None,0.45
17434,Hyderabad,Telangana,17.583472,78.495173,2023-08-21,2:00,2,Monday,0,highway,6,1,fog,low,24,high,weather,minor,1,0,0,None,0.65
17435,Pune,Maharashtra,18.478279,73.954566,2024-01-12,19:00,19,Friday,0,rural,4,1,clear,high,31,medium,distraction,fatal,1,1,1,None,0.45
17436,Hyderabad,Telangana,17.342285,78.279935,2025-04-13,5:00,5,Sunday,1,highway,3,1,rain,medium,39,medium,distraction,minor,5,4,0,None,0.25
17437,Chandigarh,Punjab,30.639738,76.756588,2024-12-26,0:00,0,Thursday,0,highway,6,0,clear,high,29,low,poor road,major,1,0,0,None,0.1
17438,Kolkata,West Bengal,22.577076,88.233458,2022-06-16,22:00,22,Thursday,0,urban,2,0,clear,high,29,high,distraction,minor,3,0,0,None,0.3
17439,Chennai,Tamil Nadu,13.003846,80.216374,2024-08-31,11:00,11,Saturday,1,rural,5,0,rain,low,30,high,poor road,major,4,4,0,None,0.65
17440,Chennai,Tamil Nadu,13.161023,80.102297,2025-04-11,13:00,13,Friday,0,rural,3,1,fog,low,15,medium,distraction,minor,3,1,0,None,0.45
17441,Chandigarh,Punjab,30.718234,76.766092,2022-03-23,11:00,11,Wednesday,0,highway,2,1,clear,high,27,high,distraction,minor,1,1,0,None,0.3
17442,Kolkata,West Bengal,22.648509,88.344431,2022-09-03,18:00,18,Saturday,1,highway,1,0,rain,medium,34,high,weather,major,4,1,1,None,0.6
17443,Kolkata,West Bengal,22.657392,88.41908,2023-12-09,17:00,17,Saturday,1,highway,5,0,clear,high,22,high,distraction,minor,5,3,1,None,0.45
17444,Mumbai,Maharashtra,18.896698,72.979461,2023-10-25,8:00,8,Wednesday,0,highway,3,1,clear,high,37,high,drunk driving,minor,4,3,1,None,0.45
17445,Chennai,Tamil Nadu,12.868244,80.249891,2025-03-22,16:00,16,Saturday,1,rural,4,0,rain,medium,40,high,overspeeding,major,3,0,0,None,0.45
17446,Delhi,Delhi,28.867491,77.081788,2022-12-01,19:00,19,Thursday,0,rural,1,0,fog,low,22,high,distraction,major,2,2,1,None,0.8
17447,Delhi,Delhi,28.881819,77.211862,2023-07-25,14:00,14,Tuesday,0,highway,1,0,fog,low,18,medium,overspeeding,minor,1,0,0,None,0.45
17448,Pune,Maharashtra,18.586205,73.885952,2023-10-15,21:00,21,Sunday,1,rural,4,1,clear,high,31,medium,overspeeding,major,4,0,0,None,0.1
17449,Pune,Maharashtra,18.532927,73.911314,2024-06-05,9:00,9,Wednesday,0,highway,5,1,clear,high,20,medium,drunk driving,major,2,2,1,None,0.25
17450,Bangalore,Karnataka,13.134091,77.573526,2024-06-29,5:00,5,Saturday,1,rural,5,0,clear,high,34,medium,distraction,minor,3,2,0,None,0.1
17451,Chandigarh,Punjab,30.728864,76.764795,2022-04-17,13:00,13,Sunday,1,urban,1,1,fog,low,34,high,drunk driving,major,4,4,0,None,0.65
17452,Kolkata,West Bengal,22.466976,88.269616,2023-03-14,12:00,12,Tuesday,0,highway,4,0,clear,high,22,medium,weather,fatal,4,4,0,None,0.3
17453,Hyderabad,Telangana,17.458115,78.462196,2024-02-27,2:00,2,Tuesday,0,highway,2,0,fog,low,28,low,poor road,fatal,1,1,0,None,0.65
17454,Pune,Maharashtra,18.610824,73.943473,2022-02-22,4:00,4,Tuesday,0,highway,1,1,fog,low,30,low,weather,fatal,1,1,0,None,0.65
17455,Mumbai,Maharashtra,18.810048,72.858275,2024-02-08,19:00,19,Thursday,0,highway,5,1,fog,low,27,high,weather,minor,1,1,1,None,0.8
17456,Delhi,Delhi,28.468932,77.004457,2023-03-08,22:00,22,Wednesday,0,highway,3,0,clear,high,38,low,overspeeding,fatal,3,3,0,Holi,0.4
17457,Bangalore,Karnataka,13.18599,77.420571,2022-03-19,17:00,17,Saturday,1,rural,1,0,fog,low,36,high,poor road,major,5,3,1,None,0.8
17458,Delhi,Delhi,28.487008,76.915518,2024-12-30,12:00,12,Monday,0,rural,5,1,fog,low,40,low,weather,minor,4,4,0,None,0.45
17459,Kolkata,West Bengal,22.579184,88.261718,2022-01-23,12:00,12,Sunday,1,rural,1,1,rain,medium,29,medium,drunk driving,minor,4,3,0,None,0.25
17460,Pune,Maharashtra,18.413731,73.734076,2022-03-03,2:00,2,Thursday,0,highway,2,0,clear,high,29,low,weather,minor,1,0,0,None,0.1
17461,Mumbai,Maharashtra,19.055547,72.774096,2022-06-17,23:00,23,Friday,0,rural,6,1,clear,high,37,low,overspeeding,minor,2,1,0,None,0.1
17462,Chennai,Tamil Nadu,13.172036,80.213495,2024-01-18,20:00,20,Thursday,0,urban,3,1,clear,high,36,medium,weather,major,2,2,0,None,0.1
17463,Chandigarh,Punjab,30.663269,76.714775,2023-11-30,1:00,1,Thursday,0,highway,3,1,rain,medium,28,high,distraction,minor,2,2,0,None,0.45
17464,Mumbai,Maharashtra,18.977106,72.740867,2024-05-04,9:00,9,Saturday,1,urban,4,1,clear,high,38,high,distraction,minor,2,0,1,None,0.45
17465,Chennai,Tamil Nadu,13.067424,80.15322,2022-07-06,18:00,18,Wednesday,0,rural,3,1,fog,low,38,low,drunk driving,minor,2,1,1,None,0.6
17466,Chennai,Tamil Nadu,12.930265,80.251814,2024-07-23,3:00,3,Tuesday,0,urban,3,1,fog,low,23,medium,drunk driving,fatal,3,3,0,None,0.65
17467,Chandigarh,Punjab,30.75132,76.765986,2022-06-08,20:00,20,Wednesday,0,rural,4,1,rain,low,34,medium,weather,minor,2,1,0,None,0.45
17468,Mumbai,Maharashtra,18.845802,72.920055,2024-09-18,14:00,14,Wednesday,0,rural,2,1,fog,low,15,high,poor road,fatal,4,4,0,None,0.85
17469,Kolkata,West Bengal,22.679599,88.301298,2022-02-25,4:00,4,Friday,0,rural,4,0,fog,low,33,medium,poor road,major,4,1,0,None,0.45
17470,Delhi,Delhi,28.885554,76.94299,2024-11-02,2:00,2,Saturday,1,rural,3,1,rain,medium,25,low,overspeeding,minor,5,5,0,None,0.25
17471,Delhi,Delhi,28.687072,77.153733,2022-02-14,17:00,17,Monday,0,rural,1,0,clear,high,40,medium,weather,fatal,2,2,1,None,0.45
